FileName,images,loc,ean,name,variant,price,MPN,description,category
argyle-pullover-aus-viskosemix-ww0ww2948300r.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/WW0WW29483_00R_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW29483_00R_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW29483_00R_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW29483_00R_alternate3?$main$",https://de.tommy.com/argyle-pullover-aus-viskosemix-ww0ww2948300r,"8720112935596,8720112936401,8720112936418,8720112936456,8720112936470,8720112936609,8720112936647,8720112936661","Argyle-Pullover aus Viskosemix","TH SPELL OUT ARGY / Y NAVY TONAL",159.0,WW0WW2948300R,"Willkommen im Country-Club mit diesem klassischen im Argyle-Stil gemusterten Pullover aus Viskosemix.","Pullover & Strickjacken"
ari-edelstahl-armbanduhr-mit-kristallen-mwf1781976000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MWF1781976_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWF1781976_000_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWF1781976_000_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWF1781976_000_alternate3?$main$",https://de.tommy.com/ari-edelstahl-armbanduhr-mit-kristallen-mwf1781976000,7613272300407,"Ari Edelstahl-Armbanduhr mit Kristallen","STAINLESS STEEL",179.0,MWF1781976000,"Funkelnde Kristalle und Akzente aus goldfarbenem Edelstahl machen diese funktionale Armbanduhr mit drei Anzeigen und Tachymeter zu einem glamourösen Hingucker.",Uhren
armband-aus-geflochtenem-seil-mjm2790003000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MJM2790003_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJM2790003_000_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJM2790003_000_alternate2?$main$",https://de.tommy.com/armband-aus-geflochtenem-seil-mjm2790003000,7613272282222,"Armband aus geflochtenem Seil",NAVY,49.0,MJM2790003000,"Dieses dezente Armband besteht aus robustem, verzwirbeltem Seil mit einem Metallverschluss, den die Tommy Hilfiger Flag ziert.","Schmuck & Manschettenknöpfe"
armband-aus-leder-mjm2790012000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MJM2790012_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJM2790012_000_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJM2790012_000_alternate2?$main$",https://de.tommy.com/armband-aus-leder-mjm2790012000,7613272282314,"Armband aus Leder",BROWN,49.0,MJM2790012000,"Mit diesem geflochtenen Leder-Armband mit strukturierten Metallverschluss verströmt dein Look Globetrotter-Vibes.","Schmuck & Manschettenknöpfe"
armband-aus-seil-und-metall-mjm2790004000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MJM2790004_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJM2790004_000_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJM2790004_000_alternate2?$main$",https://de.tommy.com/armband-aus-seil-und-metall-mjm2790004000,7613272282239,"Armband aus Seil und Metall",BLACK,49.0,MJM2790004000,"Dieses maskuline, dezente Armband aus einem dicken, verzwirbelten Seil mit einem Metallverschluss ziert die Tommy Hilfiger Flag.","Schmuck & Manschettenknöpfe"
armband-mit-anh%C3%A4nger-in-gold-mjf2700973000.txt,https://tommy-europe.scene7.com/is/image/TommyEurope/MJF2700973_000_main?$main$,https://de.tommy.com/armband-mit-anh%C3%A4nger-in-gold-mjf2700973000,8719701121601,"Armband mit Anhänger in Gold",MULTI,89.0,MJF2700973000,"• Edelstahl",Schmuck
armband-mit-blumenanh%C3%A4nger-mjf2780047000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MJF2780047_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJF2780047_000_alternate1?$main$",https://de.tommy.com/armband-mit-blumenanh%C3%A4nger-mjf2780047000,7613272298049,"Armband mit Blumenanhänger","GOLD PLATED",59.0,MJF2780047000,"Dieses goldfarbene Armband bringt mit seinem eleganten, mit Kristallen verzierten Blumenanhänger dein Wochenendoutfit zum Strahlen.",Schmuck
armband-mit-blumenanh%C3%A4nger-mjf2780048000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MJF2780048_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJF2780048_000_alternate1?$main$",https://de.tommy.com/armband-mit-blumenanh%C3%A4nger-mjf2780048000,7613272298056,"Armband mit Blumenanhänger","CARNATION GOLD",59.0,MJF2780048000,"Dieses elegante, rosafarbene Armband im Kettenglieder-Design wird von einem Blumenanhänger mit funkelndem Kristall in der Mitte geziert.",Schmuck
armband-mit-geb%C3%BCrstetem-edelstahl-anh%C3%A4nger-mjf2780483000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MJF2780483_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJF2780483_000_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJF2780483_000_alternate2?$main$",https://de.tommy.com/armband-mit-geb%C3%BCrstetem-edelstahl-anh%C3%A4nger-mjf2780483000,7613272426381,"Armband mit gebürstetem Edelstahl-Anhänger",SILVER,49.0,MJF2780483000,"Verleihe deinen Freizeitlooks elegante Vibes durch dieses Gliederarmband aus gebürstetem und glänzendem Edelstahl mit geätztem Monogramm-Anhänger.",Schmuck
armbanduhr-aus-blauem-edelstahl-mwm1791560000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MWM1791560_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWM1791560_000_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWM1791560_000_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWM1791560_000_alternate3?$main$",https://de.tommy.com/armbanduhr-aus-blauem-edelstahl-mwm1791560000,7613272300797,"Armbanduhr aus blauem Edelstahl","IONIC PLATED BLUE STEEL",199.0,MWM1791560000,"Diese massive Armbanduhr aus ionenplattiertem Edelstahl ist bis zu 5 m wasserdicht und überzeugt durch Funktionalität und Eleganz.",Uhren
armbanduhr-aus-edelstahl-mwf1781970000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MWF1781970_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWF1781970_000_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWF1781970_000_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWF1781970_000_alternate3?$main$",https://de.tommy.com/armbanduhr-aus-edelstahl-mwf1781970000,7613272300346,"Armbanduhr aus Edelstahl","STAINLESS STEEL",119.0,MWF1781970000,"Mit roségoldfarbenem Zifferblatt und Edelstahl-Armband ist diese elegante Armbanduhr aus Metall die ideale Ergänzung zu einem sportlich-eleganten Look.",Uhren
armbanduhr-in-metallic-grau-mit-kristallen-mwf1782276000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MWF1782276_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWF1782276_000_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWF1782276_000_alternate2?$main$",https://de.tommy.com/armbanduhr-in-metallic-grau-mit-kristallen-mwf1782276000,7613272415026,"Armbanduhr in Metallic-Grau mit Kristallen",GUNMETAL,149.0,MWF1782276000,"Kristall-Details auf dem Armband in Utility-inspiriertem Metallic-Grau sorgen bei dieser smarten Armbanduhr für elegante und zugleich ausgefallene Vibes.",Uhren
armbanduhr-mit-blumenmuster-auf-dem-zifferblatt-mwf1781920000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MWF1781920_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWF1781920_000_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWF1781920_000_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWF1781920_000_alternate3?$main$",https://de.tommy.com/armbanduhr-mit-blumenmuster-auf-dem-zifferblatt-mwf1781920000,7613272273718,"Armbanduhr mit Blumenmuster auf dem Zifferblatt","STAINLESS STEEL",129.0,MWF1781920000,"Diese Armbanduhr aus Edelstahl mit floralem Design auf dem zifferlosen Zifferblatt verleiht deinem Büro-Outfit eine gewisse Eleganz.",Uhren
armbanduhr-mit-braunem-leder-mwm1791561000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MWM1791561_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWM1791561_000_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWM1791561_000_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWM1791561_000_alternate3?$main$",https://de.tommy.com/armbanduhr-mit-braunem-leder-mwm1791561000,7613272300803,"Armbanduhr mit braunem Leder","BROWN LEATHER",179.0,MWM1791561000,"Edelstahl in Silber- und Goldtönen trifft bei dieser funktionalen Armbanduhr im Retro-Look auf ein braunes Lederarmband.",Uhren
armbanduhr-mit-tachymeter-aus-edelstahl-mwm1791469000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MWM1791469_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWM1791469_000_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWM1791469_000_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MWM1791469_000_alternate3?$main$",https://de.tommy.com/armbanduhr-mit-tachymeter-aus-edelstahl-mwm1791469000,7613272264372,"Armbanduhr mit Tachymeter aus Edelstahl","STAINLESS STEEL",179.0,MWM1791469000,"Mit dieser analogen Armbanduhr mit vier Zifferblättern und eingebautem Tachymeter behältst du die Uhrzeit (und das Datum) im Auge.",Uhren
armspange-aus-geh%C3%A4mmertem-metall-mjf2780043000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MJF2780043_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJF2780043_000_alternate1?$main$",https://de.tommy.com/armspange-aus-geh%C3%A4mmertem-metall-mjf2780043000,7613272298001,"Armspange aus gehämmertem Metall","STAINLESS STEEL",59.0,MJF2780043000,"Diese Armspange aus gehämmertem Metall mit dezentem silberfarbenen Finish überrascht auf der Innenseite mit funkelnden Kristallverzierungen.",Schmuck
armspange-aus-geh%C3%A4mmertem-metall-mjf2780044000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MJF2780044_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJF2780044_000_alternate1?$main$",https://de.tommy.com/armspange-aus-geh%C3%A4mmertem-metall-mjf2780044000,7613272298018,"Armspange aus gehämmertem Metall","GOLD PLATED",59.0,MJF2780044000,"Mit funkelnden Kristallen auf der Innenseite verleiht diese Armspange aus goldfarbenem gehämmerten Metall afrikanischem Design Glamour.",Schmuck
armspange-aus-geh%C3%A4mmertem-metall-mjf2780045000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MJF2780045_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJF2780045_000_alternate1?$main$",https://de.tommy.com/armspange-aus-geh%C3%A4mmertem-metall-mjf2780045000,7613272298025,"Armspange aus gehämmertem Metall","CARNATION GOLD",59.0,MJF2780045000,"Bei dieser glamourösen Armspange aus roségoldfarbenem Metall mit funkelnden Verzierungen entsteht durch die gehämmerte Struktur ein rustikales Finish.",Schmuck
armspange-mit-kristallverzierung-mjf2780058000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MJF2780058_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJF2780058_000_alternate1?$main$",https://de.tommy.com/armspange-mit-kristallverzierung-mjf2780058000,7613272298155,"Armspange mit Kristallverzierung","STAINLESS STEEL",49.0,MJF2780058000,"Diese schmale Armspange aus silberfarbenem Metall in Form einer geschwungenen Schlaufe bringt Glamour in deine Outfits zum Ausgehen und fürs Wochenende.",Schmuck
armspange-mit-kristallverzierung-mjf2780059000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MJF2780059_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJF2780059_000_alternate1?$main$",https://de.tommy.com/armspange-mit-kristallverzierung-mjf2780059000,7613272298162,"Armspange mit Kristallverzierung","GOLD PLATED",59.0,MJF2780059000,"Metall in feurigen Goldtönen und funkelnde Kristallverzierungen machen aus dieser schmalen Metall-Armspange eine glamouröse Ergänzung für jedes Outfit.",Schmuck
armspange-mit-kristallverzierung-mjf2780060000.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MJF2780060_000_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MJF2780060_000_alternate1?$main$",https://de.tommy.com/armspange-mit-kristallverzierung-mjf2780060000,7613272298179,"Armspange mit Kristallverzierung","CARNATION GOLD",59.0,MJF2780060000,"Diese schlanke Armspange aus roségoldenem Metall mit funkelnden Steinen ist feminin und elegant.",Schmuck
asymmetrisches-top-mit-spaghettitr%C3%A4ger-dw0dw09777c87.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09777_C87_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09777_C87_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09777_C87_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09777_C87_alternate3?$main$",https://de.tommy.com/asymmetrisches-top-mit-spaghettitr%C3%A4ger-dw0dw09777c87,"8720113502803,8720113503015,8720113503176,8720113503558,8720113503800,8720113504050","Asymmetrisches Top mit Spaghettiträger","TWILIGHT NAVY",29.9,DW0DW09777C87,"Der aktuelle asymmetrischen Ausschnitt und der einzelne Spaghettiträger machen dieses elegante Top definitiv zum Hingucker.",Kleidung
austin-comfort-jeans-in-schwarz-mit-fade-effekt-dm0dm110291by.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DM0DM11029_1BY_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM11029_1BY_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM11029_1BY_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM11029_1BY_alternate3?$main$",https://de.tommy.com/austin-comfort-jeans-in-schwarz-mit-fade-effekt-dm0dm110291by,"8720114074170,8720114074187,8720114074194,8720114074507,8720114074514,8720114074521,8720114074538,8720114074545,8720114074552,8720114074569,8720114074576,8720114074583,8720114074590,8720114074606,8720114074613,8720114074620,8720114074637,8720114074644,8720114074668,8720114074675,8720114074682,8720114074699,8720114074903,8720114074910,8720114074927,8720114074934,8720114074958,8720114074965,8720114074972,8720114074989,8720114074996,8720114075108,8720114075115,8720114075146","Austin Comfort Jeans in Schwarz mit Fade-Effekt","DENIM BLACK",119.9,DM0DM110291BY,"Diese vielseitige schwarze Jeans mit dezenten Fade-Effekten passt gleichsam zu eleganten wie zu sportlichen Outfits und damit in jede Denim-Kollektion.",Jeans
austin-comfort-jeans-mit-fade-effekt-dm0dm110301a5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DM0DM11030_1A5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM11030_1A5_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM11030_1A5_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM11030_1A5_alternate3?$main$",https://de.tommy.com/austin-comfort-jeans-mit-fade-effekt-dm0dm110301a5,"8720114071766,8720114071780,8720114071803,8720114071827,8720114071841,8720114071865,8720114071889,8720114071902,8720114071933,8720114071957,8720114071971,8720114071995,8720114072022,8720114072053,8720114072077,8720114072091,8720114072121,8720114072152,8720114072213,8720114072237,8720114072275,8720114072299,8720114072329,8720114072350,8720114072381,8720114072411,8720114072473,8720114072503,8720114072534,8720114072558,8720114072589,8720114072619,8720114072640,8720114072671","Austin Comfort Jeans mit Fade-Effekt","MID BLUE DENIM",119.9,DM0DM110301A5,"Die Fade-Effekte eines altgedienten Lieblingsteils kombiniert diese Jeans mit einer vielseitigen mittelblauen Waschung und dezentem Branding.",Jeans
austin-slim-jeans-mit-fade-effekt-dm0dm098461bk.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DM0DM09846_1BK_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM09846_1BK_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM09846_1BK_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM09846_1BK_alternate3?$main$",https://de.tommy.com/austin-slim-jeans-mit-fade-effekt-dm0dm098461bk,"8720113230430,8720113230607,8720113230690,8720113230867,8720113231062,8720113231109,8720113231192,8720113231376,8720113231659,8720113232212,8720113232526,8720113232823,8720113233158,8720113233387,8720113233738,8720113233943,8720113234179,8720113234551,8720113235442,8720113235657,8720113235879,8720113236067,8720113236289,8720113236661,8720113236906,8720113237149,8720113237767,8720113238023,8720113238085,8720113238221,8720113238504,8720113238702,8720113239037","Austin Slim Jeans mit Fade-Effekt","CANYON DB STR",99.9,DM0DM098461BK,"Dank Stretch-Denim aus Recycling-Baumwollmix bleibt diese Slim Fit Jeans den ganzen Tag bequem – der Fade-Effekt verleiht ihr einen Used Look.",Jeans
b%C3%BCgel-bandeau-mit-logo-uw0uw02707dw5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02707_DW5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02707_DW5_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02707_DW5_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02707_DW5_alternate3?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02707_DW5_alternate4?$main$",https://de.tommy.com/b%C3%BCgel-bandeau-mit-logo-uw0uw02707dw5,"8720113398628,8720113398642,8720113398673,8720113398925,8720113398963,8720113399144,8720113399328,8720113399427,8720113399625,8720113399762,8720113399960","Bügel-Bandeau mit Logo","DESERT SKY",50.0,UW0UW02707DW5,"Dieses schmeichelnde Bandeau-Bikinioberteil sorgt dank Stretch und Bügeln für erstklassigen Tragekomfort und extra Halt.",Bademode
b%C3%BCgelfreies-hemd-mit-dobby-effekt-mw0mw164980g8.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MW0MW16498_0G8_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW16498_0G8_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW16498_0G8_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW16498_0G8_alternate3?$main$",https://de.tommy.com/b%C3%BCgelfreies-hemd-mit-dobby-effekt-mw0mw164980g8,"8720113067746,8720113067913,8720113067982,8720113068132,8720113068170,8720113068422,8720113068491,8720113068620,8720113068668,8720113068682","Bügelfreies Hemd mit Dobby-Effekt","LIGHT BLUE/ WHITE",99.9,MW0MW164980G8,"Dank bügelfreiem Finish sieht dieses Hemd aus reiner Baumwolle selbst während eines hektischen Arbeitstages wie frisch aus dem Schrank aus.",Hemden
b%C3%BCgelfreies-karohemd-mw0mw164970zq.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MW0MW16497_0ZQ_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW16497_0ZQ_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW16497_0ZQ_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW16497_0ZQ_alternate3?$main$",https://de.tommy.com/b%C3%BCgelfreies-karohemd-mw0mw164970zq,"8720113076502,8720113076533,8720113076564,8720113076588,8720113076618,8720113076632,8720113076656,8720113076670,8720113076694,8720113076816","Bügelfreies Karohemd","BLUE/ WHITE/ GREY",99.9,MW0MW164970ZQ,"Dank bügelfreiem Finish sparst du bei diesem Karohemd aus reiner Baumwolle wertvolle Zeit im Alltag.",Hemden
b%C3%BCgelloser-push-up-bh-aus-mikrofaser-uw0uw02405tjp.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02405_TJP_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02405_TJP_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02405_TJP_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02405_TJP_alternate3?$main$",https://de.tommy.com/b%C3%BCgelloser-push-up-bh-aus-mikrofaser-uw0uw02405tjp,"8720111631253,8720111632205,8720111631383,8720111631918,8720111631956,8720111631550,8720111631598,8720111632670,8720111632946,8720111632427,8720111631734,8720111631758,8720111633301,8720111633530,8720111633356,8720111633561,8720111633387,8720111633141,8720111633509","Bügelloser Push-up-BH aus Mikrofaser","PALE PINK",47.9,UW0UW02405TJP,"Spitzeneinsätze verleihen diesem luftigen und bequemen Push-up-BH aus Mikrofaser eine feminine Note.",Lingerie
baby-jogginghose-mit-color-block-kn0kn01010002.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/KN0KN01010_002_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/KN0KN01010_002_alternate1?$main$",https://de.tommy.com/baby-jogginghose-mit-color-block-kn0kn01010002,"8719705558755,8719705558786,8719705558977,8719705559059,8719705559271,8719705559615,8719705559752","Baby-Jogginghose mit Color Block","BLACK IRIS/MULTI",44.9,KN0KN01010002,"Diese Baby-Jogginghose aus softer, reiner Baumwolle mit Color Block-Design an den Beinen bringt Farbe ins Spiel.","Test -"
baby-t-shirt-mit-logo-kn0kn01122cbk.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/KN0KN01122_CBK_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/KN0KN01122_CBK_alternate1?$main$",https://de.tommy.com/baby-t-shirt-mit-logo-kn0kn01122cbk,"8719861206330,8719861206392,8719861206439,8719861206477,8719861206613,8719861206651,8719861206682","Baby-T-Shirt mit Logo","BLACK IRIS",19.9,KN0KN01122CBK,"Die Stretch-Baumwolle bietet bei diesem farbenfrohen T-Shirt mit Logo auf der Brust jede Menge Bewegungsfreiheit.",FA19WIPSSPSUPF20
bade-slip-aus-recycling-nylon-mit-tunnelzug-um0um02102dw5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02102_DW5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02102_DW5_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02102_DW5_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02102_DW5_alternate3?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02102_DW5_alternate4?$main$",https://de.tommy.com/bade-slip-aus-recycling-nylon-mit-tunnelzug-um0um02102dw5,"8720113532480,8720113532497,8720113532503,8720113532510,8720113532527","Bade-Slip aus Recycling-Nylon mit Tunnelzug","DESERT SKY",40.0,UM0UM02102DW5,"Optimalen Sitz und Support bietet dieser Bade-Slip mit Branding-Details dank Stretch-Bademodenstoff aus Recycling-Nylon und Tunnelzug am Taillenbund.",Bademode
bade-slip-im-color-block-design-um0um02099dw5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02099_DW5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02099_DW5_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02099_DW5_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02099_DW5_alternate3?$main$",https://de.tommy.com/bade-slip-im-color-block-design-um0um02099dw5,"8720113532534,8720113532541,8720113532558,8720113532565,8720113532572","Bade-Slip im Color Block-Design","DESERT SKY",45.0,UM0UM02099DW5,"Am Strand setzt du deine Figur durch das Color Block-Design dieses Bade-Slips aus recyceltem Stretch-Material in Szene.",Bademode
badeanzug-aus-stretch-recycling-polyester-ug0ug00490dw5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UG0UG00490_DW5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UG0UG00490_DW5_alternate1?$main$",https://de.tommy.com/badeanzug-aus-stretch-recycling-polyester-ug0ug00490dw5,"8720113927156,8720113927163,8720113927170,8720113927187","Badeanzug aus Stretch-Recycling-Polyester","DESERT SKY",49.9,UG0UG00490DW5,"Dank dem Tommy Hilfiger-Branding vorn und hinten schlägt dieser Badeanzug aus Stretch-Recycling-Polyester am Pool Wellen.",Bademode
badeanzug-mit-leoparden-print-ug0ug004440k7.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UG0UG00444_0K7_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UG0UG00444_0K7_alternate1?$main$",https://de.tommy.com/badeanzug-mit-leoparden-print-ug0ug004440k7,"8720113926968,8720113926975,8720113926982,8720113926999","Badeanzug mit Leoparden-Print","MIX MATCH ANIMAL WHITE",49.9,UG0UG004440K7,"Der dynamische Leoparden-Print setzt bei diesem einfachen und klassisch geschnittenen Badeanzug ein Style-Statement.",Bademode
badeanzug-mit-r%C3%BCschen-ug0ug00434xlg.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UG0UG00434_XLG_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UG0UG00434_XLG_alternate1?$main$",https://de.tommy.com/badeanzug-mit-r%C3%BCschen-ug0ug00434xlg,"8720114058262,8720114058279,8720114058286,8720114058293","Badeanzug mit Rüschen","PRIMARY RED",49.9,UG0UG00434XLG,"Dank der hübschen Rüschen-Details sorgt dieser Badeanzug für einen verspielten Strand-Look.",Bademode
badeanzug-mit-signatur-logo-ug0ug00433dw5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UG0UG00433_DW5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UG0UG00433_DW5_alternate1?$main$",https://de.tommy.com/badeanzug-mit-signatur-logo-ug0ug00433dw5,"8720113387769,8720113388001,8720113388070,8720113387738","Badeanzug mit Signatur-Logo","DESERT SKY",44.9,UG0UG00433DW5,"Das Signatur-Logo vorne sorgt bei diesem Badeanzug mit quadratischem Ausschnitt für einen auffälligen Pool-Look.",Bademode
badeanzug-mit-tiefem-dekollet%C3%A9-uw0uw02700dw5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02700_DW5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02700_DW5_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02700_DW5_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02700_DW5_alternate3?$main$",https://de.tommy.com/badeanzug-mit-tiefem-dekollet%C3%A9-uw0uw02700dw5,"8720113930583,8720113930903,8720113930934,8720113930958,8720113930972","Badeanzug mit tiefem Dekolleté","DESERT SKY",100.0,UW0UW02700DW5,"Bei diesem sportlichen Badeanzug mit goldfarbener Tommy Hilfiger Flag sorgt ein tiefer Ausschnitt an Dekolleté und Rücken für einen raffinierten Look.",Bademode
